start_ip,end_ip,start_ip_hex,end_ip_hex,prefix_len,country,province,city,district,isp,division_code,latitude,longitude,geo_level,idc_vendor,cidr
2001:250::,2001:250:1fff:ffff:ffff:ffff:ffff:ffff,20010250000000000000000000000000,200102501fffffffffffffffffffffff,35,中国,新疆,,,教育网,650000,43.793301,87.628579,province,,2001:250::/35
2001:250:2000::,2001:250:3fff:ffff:ffff:ffff:ffff:ffff,20010250200000000000000000000000,200102503fffffffffffffffffffffff,35,中国,西藏,,,教育网,540000,29.648694,91.117449,province,,2001:250:2000::/35
2001:250:4000::,2001:250:7fff:ffff:ffff:ffff:ffff:ffff,20010250400000000000000000000000,200102507fffffffffffffffffffffff,34,中国,湖南,,,教育网,430000,28.116007,112.982951,province,,2001:250:4000::/34
2001:250:8000::,2001:250:ffff:ffff:ffff:ffff:ffff:ffff,20010250800000000000000000000000,20010250ffffffffffffffffffffffff,33,中国,,,,教育网,,,,country,,2001:250:8000::/33
2001:251::,2001:251:ffff:ffff:ffff:ffff:ffff:ffff,20010251000000000000000000000000,20010251ffffffffffffffffffffffff,32,中国,北京,,,教育网,110000,39.904179,116.407387,province,,2001:251::/32
2001:252::,2001:252:ffff:ffff:ffff:ffff:ffff:ffff,20010252000000000000000000000000,20010252ffffffffffffffffffffffff,32,中国,,,,教育网,,,,country,,2001:252::/32
2001:253::,2001:253:ffff:ffff:ffff:ffff:ffff:ffff,20010253000000000000000000000000,20010253ffffffffffffffffffffffff,32,中国,,,,教育网,,,,country,,2001:253::/32
2001:254::,2001:254:ffff:ffff:ffff:ffff:ffff:ffff,20010254000000000000000000000000,20010254ffffffffffffffffffffffff,32,中国,,,,教育网,,,,country,,2001:254::/32
2001:255::,2001:255:ffff:ffff:ffff:ffff:ffff:ffff,20010255000000000000000000000000,20010255ffffffffffffffffffffffff,32,中国,,,,教育网,,,,country,,2001:255::/32
2001:256::,2001:256:ffff:ffff:ffff:ffff:ffff:ffff,20010256000000000000000000000000,20010256ffffffffffffffffffffffff,32,中国,,,,教育网,,,,country,,2001:256::/32
2001:288::,2001:288:1fff:ffff:ffff:ffff:ffff:ffff,20010288000000000000000000000000,200102881fffffffffffffffffffffff,35,中国台湾,台湾,,,台湾,,,,country,,2001:288::/35
2001:288:2000::,2001:288:3fff:ffff:ffff:ffff:ffff:ffff,20010288200000000000000000000000,200102883fffffffffffffffffffffff,35,中国台湾,台湾,,,台湾,,,,country,,2001:288:2000::/35
2001:288:4000::,2001:288:7fff:ffff:ffff:ffff:ffff:ffff,20010288400000000000000000000000,200102887fffffffffffffffffffffff,34,中国台湾,台湾,,,台湾,,,,country,,2001:288:4000::/34
2001:288:8000::,2001:288:ffff:ffff:ffff:ffff:ffff:ffff,20010288800000000000000000000000,20010288ffffffffffffffffffffffff,33,中国台湾,台湾,,,台湾,,,,country,,2001:288:8000::/33
2001:2e0::,2001:2e0:1fff:ffff:ffff:ffff:ffff:ffff,200102e0000000000000000000000000,200102e01fffffffffffffffffffffff,35,中国香港,香港,,,香港,,,,country,,2001:2e0::/35
2001:2e0:2000::,2001:2e0:3fff:ffff:ffff:ffff:ffff:ffff,200102e0200000000000000000000000,200102e03fffffffffffffffffffffff,35,中国香港,香港,,,香港,,,,country,,2001:2e0:2000::/35
2001:2e0:4000::,2001:2e0:7fff:ffff:ffff:ffff:ffff:ffff,200102e0400000000000000000000000,200102e07fffffffffffffffffffffff,34,中国香港,香港,,,香港,,,,country,,2001:2e0:4000::/34
2001:2e0:8000::,2001:2e0:ffff:ffff:ffff:ffff:ffff:ffff,200102e0800000000000000000000000,200102e0ffffffffffffffffffffffff,33,中国香港,香港,,,香港,,,,country,,2001:2e0:8000::/33
2001:7fa:0:1::,2001:7fa:0:1:ffff:ffff:ffff:ffff,200107fa000000010000000000000000,200107fa00000001ffffffffffffffff,64,中国香港,香港,,,香港,,,,country,,2001:7fa:0:1::/64
2001:7fa:1::,2001:7fa:1:ffff:ffff:ffff:ffff:ffff,200107fa000100000000000000000000,200107fa0001ffffffffffffffffffff,48,中国台湾,台湾,,,台湾,,,,country,,2001:7fa:1::/48
2001:7fa:5::,2001:7fa:5:ffff:ffff:ffff:ffff:ffff,200107fa000500000000000000000000,200107fa0005ffffffffffffffffffff,48,中国,北京,,,,110000,39.904179,116.407387,province,,2001:7fa:5::/48
2001:7fa:10::,2001:7fa:10:ffff:ffff:ffff:ffff:ffff,200107fa001000000000000000000000,200107fa0010ffffffffffffffffffff,48,中国,上海,,,电信,310000,31.230525,121.473667,province,,2001:7fa:10::/48
2001:c08::,2001:c08:ffff:ffff:ffff:ffff:ffff:ffff,20010c08000000000000000000000000,20010c08ffffffffffffffffffffffff,32,中国台湾,台湾,,,台湾中华电信,,,,country,,2001:c08::/32
2001:c50::,2001:c50:ffff:ffff:ffff:ffff:ffff:ffff,20010c50000000000000000000000000,20010c50ffffffffffffffffffffffff,32,中国台湾,台湾,,,台湾中华电信,,,,country,,2001:c50::/32
2001:c58::,2001:c58:ffff:ffff:ffff:ffff:ffff:ffff,20010c58000000000000000000000000,20010c58ffffffffffffffffffffffff,32,中国台湾,台湾,,,台湾中华电信,,,,country,,2001:c58::/32
2001:c68::,2001:c68:ffff:ffff:ffff:ffff:ffff:ffff,20010c68000000000000000000000000,20010c68ffffffffffffffffffffffff,32,中国,,,,电信,,,,country,,2001:c68::/32
2001:ca0::,2001:ca0:ffff:ffff:ffff:ffff:ffff:ffff,20010ca0000000000000000000000000,20010ca0ffffffffffffffffffffffff,32,中国台湾,台湾,,,台湾中华电信,,,,country,,2001:ca0::/32
2001:cc0::,2001:cc0:ffff:ffff:ffff:ffff:ffff:ffff,20010cc0000000000000000000000000,20010cc0ffffffffffffffffffffffff,32,中国,四川,成都,,台湾中华电信,510100,30.572961,104.066301,city,,2001:cc0::/32
2001:cd8::,2001:cd8:ffff:ffff:ffff:ffff:ffff:ffff,20010cd8000000000000000000000000,20010cd8ffffffffffffffffffffffff,32,中国台湾,台湾,,,台湾中华电信,,,,country,,2001:cd8::/32
2001:ce0::,2001:ce0:ffff:ffff:ffff:ffff:ffff:ffff,20010ce0000000000000000000000000,20010ce0ffffffffffffffffffffffff,32,中国香港,香港,,,香港宽频,,,,country,,2001:ce0::/32
2001:ce1::,2001:ce1:ffff:ffff:ffff:ffff:ffff:ffff,20010ce1000000000000000000000000,20010ce1ffffffffffffffffffffffff,32,中国香港,香港,,,香港宽频,,,,country,,2001:ce1::/32
2001:d40::,2001:d40:ffff:ffff:ffff:ffff:ffff:ffff,20010d40000000000000000000000000,20010d40ffffffffffffffffffffffff,32,中国台湾,台湾,,,台湾中华电信,,,,country,,2001:d40::/32
2001:d48::,2001:d48:ffff:ffff:ffff:ffff:ffff:ffff,20010d48000000000000000000000000,20010d48ffffffffffffffffffffffff,32,中国台湾,台湾,,,台湾中华电信,,,,country,,2001:d48::/32
2001:d58::,2001:d58:ffff:ffff:ffff:ffff:ffff:ffff,20010d58000000000000000000000000,20010d58ffffffffffffffffffffffff,32,中国台湾,台湾,,,台湾中华电信,,,,country,,2001:d58::/32
2001:da8::,2001:da8:ffff:ffff:ffff:ffff:ffff:ffff,20010da8000000000000000000000000,20010da8ffffffffffffffffffffffff,32,中国,北京,,,教育网,110000,39.904179,116.407387,province,,2001:da8::/32
2001:da9::,2001:da9:ffff:ffff:ffff:ffff:ffff:ffff,20010da9000000000000000000000000,20010da9ffffffffffffffffffffffff,32,中国,北京,,,教育网,110000,39.904179,116.407387,province,,2001:da9::/32
2001:daa::,2001:daa:ffff:ffff:ffff:ffff:ffff:ffff,20010daa000000000000000000000000,20010daaffffffffffffffffffffffff,32,中国,北京,,,教育网,110000,39.904179,116.407387,province,,2001:daa::/32
2001:dc1::,2001:dc1:ffff:ffff:ffff:ffff:ffff:ffff,20010dc1000000000000000000000000,20010dc1ffffffffffffffffffffffff,32,中国台湾,台湾,,,台湾中华电信,,,,country,,2001:dc1::/32
2001:dc7::,2001:dc7:ffff:ffff:ffff:ffff:ffff:ffff,20010dc7000000000000000000000000,20010dc7ffffffffffffffffffffffff,32,中国,,,,台湾中华电信,,,,country,,2001:dc7::/32
2001:dca::,2001:dca:ffff:ffff:ffff:ffff:ffff:ffff,20010dca000000000000000000000000,20010dcaffffffffffffffffffffffff,32,中国香港,香港,,,台湾中华电信,,,,country,,2001:dca::/32
2001:dd8:1::,2001:dd8:1:ffff:ffff:ffff:ffff:ffff,20010dd8000100000000000000000000,20010dd80001ffffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:dd8:1::/48
2001:dd8:5::,2001:dd8:5:ffff:ffff:ffff:ffff:ffff,20010dd8000500000000000000000000,20010dd80005ffffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:dd8:5::/48
2001:dd8:15::,2001:dd8:15:ffff:ffff:ffff:ffff:ffff,20010dd8001500000000000000000000,20010dd80015ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:dd8:15::/48
2001:dd8:18::,2001:dd8:18:ffff:ffff:ffff:ffff:ffff,20010dd8001800000000000000000000,20010dd80018ffffffffffffffffffff,48,中国台湾,台湾,,,台湾中华电信,,,,country,,2001:dd8:18::/48
2001:dd8:1a::,2001:dd8:1a:ffff:ffff:ffff:ffff:ffff,20010dd8001a00000000000000000000,20010dd8001affffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:dd8:1a::/48
2001:dd9::,2001:dd9:0:ffff:ffff:ffff:ffff:ffff,20010dd9000000000000000000000000,20010dd90000ffffffffffffffffffff,48,中国,,,,教育网,,,,country,,2001:dd9::/48
2001:de4::,2001:de4:0:ffff:ffff:ffff:ffff:ffff,20010de4000000000000000000000000,20010de40000ffffffffffffffffffff,48,中国台湾,台湾,,,台湾中华电信,,,,country,,2001:de4::/48
2001:de6::,2001:de6:ffff:ffff:ffff:ffff:ffff:ffff,20010de6000000000000000000000000,20010de6ffffffffffffffffffffffff,32,中国香港,香港,,,台湾中华电信,,,,country,,2001:de6::/32
2001:ded:c000::,2001:ded:c000:ffff:ffff:ffff:ffff:ffff,20010dedc00000000000000000000000,20010dedc000ffffffffffffffffffff,48,中国台湾,台湾,,,台湾中华电信,,,,country,,2001:ded:c000::/48
2001:dee::,2001:dee:0:ffff:ffff:ffff:ffff:ffff,20010dee000000000000000000000000,20010dee0000ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:dee::/48
2001:def::,2001:def:0:ffff:ffff:ffff:ffff:ffff,20010def000000000000000000000000,20010def0000ffffffffffffffffffff,48,中国香港,香港,,,香港电讯盈科,,,,country,,2001:def::/48
2001:df0:44::,2001:df0:44:ffff:ffff:ffff:ffff:ffff,20010df0004400000000000000000000,20010df00044ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:44::/48
2001:df0:69::,2001:df0:69:ffff:ffff:ffff:ffff:ffff,20010df0006900000000000000000000,20010df00069ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:69::/48
2001:df0:78::,2001:df0:78:ffff:ffff:ffff:ffff:ffff,20010df0007800000000000000000000,20010df00078ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:78::/48
2001:df0:85::,2001:df0:85:ffff:ffff:ffff:ffff:ffff,20010df0008500000000000000000000,20010df00085ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:85::/48
2001:df0:9f::,2001:df0:9f:ffff:ffff:ffff:ffff:ffff,20010df0009f00000000000000000000,20010df0009fffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:9f::/48
2001:df0:a5::,2001:df0:a5:ffff:ffff:ffff:ffff:ffff,20010df000a500000000000000000000,20010df000a5ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:a5::/48
2001:df0:a6::,2001:df0:a6:ffff:ffff:ffff:ffff:ffff,20010df000a600000000000000000000,20010df000a6ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:a6::/48
2001:df0:ad::,2001:df0:ad:ffff:ffff:ffff:ffff:ffff,20010df000ad00000000000000000000,20010df000adffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:ad::/48
2001:df0:d2::,2001:df0:d2:ffff:ffff:ffff:ffff:ffff,20010df000d200000000000000000000,20010df000d2ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:d2::/48
2001:df0:e3::,2001:df0:e3:ffff:ffff:ffff:ffff:ffff,20010df000e300000000000000000000,20010df000e3ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:e3::/48
2001:df0:20a::,2001:df0:20a:ffff:ffff:ffff:ffff:ffff,20010df0020a00000000000000000000,20010df0020affffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:20a::/48
2001:df0:212::,2001:df0:212:ffff:ffff:ffff:ffff:ffff,20010df0021200000000000000000000,20010df00212ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:212::/48
2001:df0:22b::,2001:df0:22b:ffff:ffff:ffff:ffff:ffff,20010df0022b00000000000000000000,20010df0022bffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:22b::/48
2001:df0:25b::,2001:df0:25b:ffff:ffff:ffff:ffff:ffff,20010df0025b00000000000000000000,20010df0025bffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:25b::/48
2001:df0:280::,2001:df0:28f:ffff:ffff:ffff:ffff:ffff,20010df0028000000000000000000000,20010df0028fffffffffffffffffffff,44,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:280::/44
2001:df0:295::,2001:df0:295:ffff:ffff:ffff:ffff:ffff,20010df0029500000000000000000000,20010df00295ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:295::/48
2001:df0:296::,2001:df0:296:ffff:ffff:ffff:ffff:ffff,20010df0029600000000000000000000,20010df00296ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:296::/48
2001:df0:2af::,2001:df0:2af:ffff:ffff:ffff:ffff:ffff,20010df002af00000000000000000000,20010df002afffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:2af::/48
2001:df0:412::,2001:df0:412:ffff:ffff:ffff:ffff:ffff,20010df0041200000000000000000000,20010df00412ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:412::/48
2001:df0:423::,2001:df0:423:ffff:ffff:ffff:ffff:ffff,20010df0042300000000000000000000,20010df00423ffffffffffffffffffff,48,中国,广东,茂名,,台湾中华电信,440900,21.662728,110.925533,city,,2001:df0:423::/48
2001:df0:442::,2001:df0:443:ffff:ffff:ffff:ffff:ffff,20010df0044200000000000000000000,20010df00443ffffffffffffffffffff,47,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:442::/47
2001:df0:452::,2001:df0:452:ffff:ffff:ffff:ffff:ffff,20010df0045200000000000000000000,20010df00452ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:452::/48
2001:df0:465::,2001:df0:465:ffff:ffff:ffff:ffff:ffff,20010df0046500000000000000000000,20010df00465ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:465::/48
2001:df0:9c0::,2001:df0:9c0:ffff:ffff:ffff:ffff:ffff,20010df009c000000000000000000000,20010df009c0ffffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:df0:9c0::/48
2001:df0:cc0::,2001:df0:cc0:ffff:ffff:ffff:ffff:ffff,20010df00cc000000000000000000000,20010df00cc0ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:cc0::/48
2001:df0:e40::,2001:df0:e40:ffff:ffff:ffff:ffff:ffff,20010df00e4000000000000000000000,20010df00e40ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:e40::/48
2001:df0:1bc0::,2001:df0:1bc0:ffff:ffff:ffff:ffff:ffff,20010df01bc000000000000000000000,20010df01bc0ffffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:df0:1bc0::/48
2001:df0:25c0::,2001:df0:25c0:ffff:ffff:ffff:ffff:ffff,20010df025c000000000000000000000,20010df025c0ffffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:df0:25c0::/48
2001:df0:2c40::,2001:df0:2c40:ffff:ffff:ffff:ffff:ffff,20010df02c4000000000000000000000,20010df02c40ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:2c40::/48
2001:df0:2e00::,2001:df0:2e00:ffff:ffff:ffff:ffff:ffff,20010df02e0000000000000000000000,20010df02e00ffffffffffffffffffff,48,中国,云南,昆明,,台湾中华电信,530100,24.88149,102.833669,city,,2001:df0:2e00::/48
2001:df0:2e80::,2001:df0:2e80:ffff:ffff:ffff:ffff:ffff,20010df02e8000000000000000000000,20010df02e80ffffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:df0:2e80::/48
2001:df0:4800::,2001:df0:4800:ffff:ffff:ffff:ffff:ffff,20010df0480000000000000000000000,20010df04800ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:4800::/48
2001:df0:4e00::,2001:df0:4e00:ffff:ffff:ffff:ffff:ffff,20010df04e0000000000000000000000,20010df04e00ffffffffffffffffffff,48,中国台湾,台湾,,,台湾中华电信,,,,country,,2001:df0:4e00::/48
2001:df0:5340::,2001:df0:5340:ffff:ffff:ffff:ffff:ffff,20010df0534000000000000000000000,20010df05340ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:5340::/48
2001:df0:55c0::,2001:df0:55c0:ffff:ffff:ffff:ffff:ffff,20010df055c000000000000000000000,20010df055c0ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:55c0::/48
2001:df0:59c0::,2001:df0:59c0:ffff:ffff:ffff:ffff:ffff,20010df059c000000000000000000000,20010df059c0ffffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:df0:59c0::/48
2001:df0:6300::,2001:df0:6300:ffff:ffff:ffff:ffff:ffff,20010df0630000000000000000000000,20010df06300ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:6300::/48
2001:df0:64c0::,2001:df0:64c0:ffff:ffff:ffff:ffff:ffff,20010df064c000000000000000000000,20010df064c0ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:64c0::/48
2001:df0:6a00::,2001:df0:6a00:ffff:ffff:ffff:ffff:ffff,20010df06a0000000000000000000000,20010df06a00ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:6a00::/48
2001:df0:7c00::,2001:df0:7c00:ffff:ffff:ffff:ffff:ffff,20010df07c0000000000000000000000,20010df07c00ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:7c00::/48
2001:df0:85c0::,2001:df0:85c0:ffff:ffff:ffff:ffff:ffff,20010df085c000000000000000000000,20010df085c0ffffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:df0:85c0::/48
2001:df0:8700::,2001:df0:8700:ffff:ffff:ffff:ffff:ffff,20010df0870000000000000000000000,20010df08700ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:8700::/48
2001:df0:8e00::,2001:df0:8e00:ffff:ffff:ffff:ffff:ffff,20010df08e0000000000000000000000,20010df08e00ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:8e00::/48
2001:df0:8f80::,2001:df0:8f80:ffff:ffff:ffff:ffff:ffff,20010df08f8000000000000000000000,20010df08f80ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:8f80::/48
2001:df0:9880::,2001:df0:9880:ffff:ffff:ffff:ffff:ffff,20010df0988000000000000000000000,20010df09880ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:9880::/48
2001:df0:9d40::,2001:df0:9d40:ffff:ffff:ffff:ffff:ffff,20010df09d4000000000000000000000,20010df09d40ffffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:df0:9d40::/48
2001:df0:a300::,2001:df0:a300:ffff:ffff:ffff:ffff:ffff,20010df0a30000000000000000000000,20010df0a300ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:a300::/48
2001:df0:a5c0::,2001:df0:a5c0:ffff:ffff:ffff:ffff:ffff,20010df0a5c000000000000000000000,20010df0a5c0ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:a5c0::/48
2001:df0:a640::,2001:df0:a640:ffff:ffff:ffff:ffff:ffff,20010df0a64000000000000000000000,20010df0a640ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:a640::/48
2001:df0:a641::,2001:df0:a641:ffff:ffff:ffff:ffff:ffff,20010df0a64100000000000000000000,20010df0a641ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:a641::/48
2001:df0:ac40::,2001:df0:ac40:ffff:ffff:ffff:ffff:ffff,20010df0ac4000000000000000000000,20010df0ac40ffffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:df0:ac40::/48
2001:df0:b040::,2001:df0:b040:ffff:ffff:ffff:ffff:ffff,20010df0b04000000000000000000000,20010df0b040ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:b040::/48
2001:df0:b700::,2001:df0:b700:ffff:ffff:ffff:ffff:ffff,20010df0b70000000000000000000000,20010df0b700ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:b700::/48
2001:df0:b800::,2001:df0:b800:ffff:ffff:ffff:ffff:ffff,20010df0b80000000000000000000000,20010df0b800ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:b800::/48
2001:df0:bf40::,2001:df0:bf40:ffff:ffff:ffff:ffff:ffff,20010df0bf4000000000000000000000,20010df0bf40ffffffffffffffffffff,48,中国台湾,台湾,,,台湾中华电信,,,,country,,2001:df0:bf40::/48
2001:df0:bf80::,2001:df0:bf80:ffff:ffff:ffff:ffff:ffff,20010df0bf8000000000000000000000,20010df0bf80ffffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:df0:bf80::/48
2001:df0:c000::,2001:df0:c000:ffff:ffff:ffff:ffff:ffff,20010df0c00000000000000000000000,20010df0c000ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:c000::/48
2001:df0:c680::,2001:df0:c680:ffff:ffff:ffff:ffff:ffff,20010df0c68000000000000000000000,20010df0c680ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:c680::/48
2001:df0:cc80::,2001:df0:cc80:ffff:ffff:ffff:ffff:ffff,20010df0cc8000000000000000000000,20010df0cc80ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:cc80::/48
2001:df0:cfc0::,2001:df0:cfc0:ffff:ffff:ffff:ffff:ffff,20010df0cfc000000000000000000000,20010df0cfc0ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:cfc0::/48
2001:df0:d400::,2001:df0:d400:ffff:ffff:ffff:ffff:ffff,20010df0d40000000000000000000000,20010df0d400ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:d400::/48
2001:df0:d880::,2001:df0:d880:ffff:ffff:ffff:ffff:ffff,20010df0d88000000000000000000000,20010df0d880ffffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:df0:d880::/48
2001:df0:e100::,2001:df0:e100:ffff:ffff:ffff:ffff:ffff,20010df0e10000000000000000000000,20010df0e100ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:e100::/48
2001:df0:e300::,2001:df0:e300:ffff:ffff:ffff:ffff:ffff,20010df0e30000000000000000000000,20010df0e300ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:e300::/48
2001:df0:ea40::,2001:df0:ea40:ffff:ffff:ffff:ffff:ffff,20010df0ea4000000000000000000000,20010df0ea40ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:ea40::/48
2001:df0:f240::,2001:df0:f240:ffff:ffff:ffff:ffff:ffff,20010df0f24000000000000000000000,20010df0f240ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:f240::/48
2001:df0:f8c0::,2001:df0:f8c0:ffff:ffff:ffff:ffff:ffff,20010df0f8c000000000000000000000,20010df0f8c0ffffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:df0:f8c0::/48
2001:df0:fa80::,2001:df0:fa80:ffff:ffff:ffff:ffff:ffff,20010df0fa8000000000000000000000,20010df0fa80ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df0:fa80::/48
2001:df1:801::,2001:df1:801:ffff:ffff:ffff:ffff:ffff,20010df1080100000000000000000000,20010df10801ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df1:801::/48
2001:df1:940::,2001:df1:940:ffff:ffff:ffff:ffff:ffff,20010df1094000000000000000000000,20010df10940ffffffffffffffffffff,48,中国台湾,台湾,,,台湾中华电信,,,,country,,2001:df1:940::/48
2001:df1:c80::,2001:df1:c80:ffff:ffff:ffff:ffff:ffff,20010df10c8000000000000000000000,20010df10c80ffffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:df1:c80::/48
2001:df1:1380::,2001:df1:1380:ffff:ffff:ffff:ffff:ffff,20010df1138000000000000000000000,20010df11380ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df1:1380::/48
2001:df1:1d00::,2001:df1:1d00:ffff:ffff:ffff:ffff:ffff,20010df11d0000000000000000000000,20010df11d00ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df1:1d00::/48
2001:df1:2380::,2001:df1:2380:ffff:ffff:ffff:ffff:ffff,20010df1238000000000000000000000,20010df12380ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df1:2380::/48
2001:df1:2580::,2001:df1:2580:ffff:ffff:ffff:ffff:ffff,20010df1258000000000000000000000,20010df12580ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df1:2580::/48
2001:df1:29c0::,2001:df1:29c0:ffff:ffff:ffff:ffff:ffff,20010df129c000000000000000000000,20010df129c0ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df1:29c0::/48
2001:df1:2b40::,2001:df1:2b40:ffff:ffff:ffff:ffff:ffff,20010df12b4000000000000000000000,20010df12b40ffffffffffffffffffff,48,中国,,,,台湾中华电信,,,,country,,2001:df1:2b40::/48
2001:df1:2f80::,2001:df1:2f80:ffff:ffff:ffff:ffff:ffff,20010df12f8000000000000000000000,20010df12f80ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df1:2f80::/48
2001:df1:3040::,2001:df1:3040:ffff:ffff:ffff:ffff:ffff,20010df1304000000000000000000000,20010df13040ffffffffffffffffffff,48,中国香港,香港,,,台湾中华电信,,,,country,,2001:df1:3040::/48
